target,uri,target_context,roberta_score
basic,http://blog.uvm.edu/aivakhiv/2011/06/16/integral-ecology-week-3/,"does the social quadrant of an individual holon end and the individual quadrant of a social holon begin?
But the basic point — which I take to be that holons are emergent or developmentally processual entities (neither objects nor processes but",-0.9999
lit,http://buffyfest.blogspot.com/2012/03/buffyfest-talks-horror-and-comics-with.html,"and that I had to go the bathroom. I walked out of my girlfriend's dorm room, out into the brightly lit hallway, and stared down the hallway, about a hundred feet to the bathroom door. And I just decided it wasn't",-0.9999
lit,http://buffyfest.blogspot.com/2012/03/buffyfest-talks-horror-and-comics-with.html,"the hallway, about a hundred feet to the bathroom door. And I just decided it wasn't worth it, that brightly lit hall was too scary, and I would wait till morning. I'd first read the book when I was about eight",-0.9999
epic,http://buffyfest.blogspot.com/2012/03/buffyfest-talks-horror-and-comics-with.html,"lot of people who are just learning how to write or draw comics want to start by doing a 50-issue epic, and they need to scale down their ambition to work that they can tackle, complete, and then, as they improve",-0.9999
salty,http://stenoodie.com/2014/07/08/las-vegas-eats-2014-guy-fieris-vegas-kitchen-bar/,"topped with potato chips,
pretzels, and hot fudge. What! How do you even combine something sweet like a cheesecake with salty snacks such as chips and pretzels? We had to try it even though the combination sounded so odd.
Guess what?",-0.9999
swag,http://www.onlygators.com/tag/combine/page/3/,"the most noteworthy scores in the events in which he was physically able to participate.
Part II: 40-yard dash, free swag, departure
We flew out of here on Saturday morning and had a two-hour layover in Atlanta before we could make",-0.9999
fire,http://www.brooklynvegan.com/archives/2009/08/pianos_is_close.html,"OUR CONTROL. WE WILL REOPEN TOMORROW: BUSINESS AS USUAL!""Pianos did not burn down, but supposedly there was a small electrical fire at the club last night/this morning and the sprinklers soaked everything so they need a day to clean up. As",-0.9999
sick,http://cnews.canoe.com/CNEWS/Canada/2014/04/27/21633066.html,"accept there will be a little bit of suffering in life, but not when it comes to a child being sick like this, and having to listen to your child not wanting to live.”
The Currans aren’t waiting. They’ve already started",-0.9999
sick,http://amysamerica.com/2010/10/18/day-39-another-day-of-driving/,"my ipod (excellent) and drove. Six and a half hours (not counting stops) and 430 miles. Can’t believe I’m not sick of driving yet!
The one really good stop of the day was at a scenic lookout over the Columbia River",-0.9999
fire,http://alchemyburn.com/consequences-of-radical-self-expression,"for me"". When you shout down talks of consent, or talk around the importance of doing the right things where fire and others are concerned, you cause law enforcement and fire marshals that read over your shoulder to wonder what they",-0.9999
fire,http://alchemyburn.com/consequences-of-radical-self-expression,"talk around the importance of doing the right things where fire and others are concerned, you cause law enforcement and fire marshals that read over your shoulder to wonder what they need to do to protect THEIR community from ours, and,",-0.9999
fire,http://alchemyburn.com/consequences-of-radical-self-expression,"community from ours, and, they will take those actions if it means our events go silent at midnight and that fire spinners must show proof of personal general liability insurance just to attend. When two or three disagree, but do so",-0.9999
basic,http://www.calyscats.org/thecatfarm/?tag=rescues,"to a pet who would otherwise be overlooked. If you don’t fancy yourself a writer-wannabe, even loading the pictures and basic information can get a pet in front of many more eyes that would occur in person at a shelter or",-0.9999
fire,http://chroniclingamerica.loc.gov/lccn/sn83045487/1915-11-01/ed-1/seq-6/,"1057
Maxwell, arrested with five men. Sold
beer, police claim.
Irwin Herspich, 6, 743 Lockwood
av., burned when clothes caught fire
from Hallowe'en lantern. Dead.
Nellie Roach, 2628 W. 12th, dead.
Fell from auto of E. Maden, 5637 S.
Sangamon, at",-0.9999
fire,http://chroniclingamerica.loc.gov/lccn/sn83045487/1915-11-01/ed-1/seq-6/,"Pittsburgh, Pa.,
dropped dead in home of mother,
'Alfred Urion. Jr., 849 E. 40th, had
narrow escape when auto caught fire-
at Wabash av. and Jackson blvd.
M. Rudolos, owner fruit store, 487
E. 31st St., cashed check for fake
health",-0.9999
fire,http://chroniclingamerica.loc.gov/lccn/sn83045487/1915-11-01/ed-1/seq-6/,"by three negroes. Man
and woman arrested.
Anna Henderson, 14, 6203 Prince
ton av., seriously burned when spirit
lamp started fire at Hallowe'en party.
Wm. Monaghan, 4814 S. Ashland
av., dead. Crushed between cars of
Chicago Junction R. R. at 43d",-0.9999
basic,http://h30434.www3.hp.com/t5/Desktop-Video-Display-and-Touch/HP-w2207h-monitor/td-p/222913,they give me a fair price to fix it I will have the repair it if not the parts a basic sure radio shack carries the parts. I have all HP Equipment in my house when I spend the kind of,-0.9999
6-7,http://www.scout.com/2/1268116.html,"less minutes. Frankly, we would be surprised if Parrom did not wind up with the advantage here.
PF: Solomon Hill (6-7, 220, Sr.) vs. Shawn Kemp Jr. (6-9, 255, So.)
Kemp has the ability to score in bunches, but he can",-0.9999
67,http://www.scout.com/2/1268116.html,"the boards and shoots a bit better, it should be able to come up with the win.
Arizona 74, Washington 67",-0.9999
mid,http://www.cruisecritic.com/memberreviews/memberreview.cfm?EntryID=77683,"a majority of exterior staterooms having a balcony.
-From the inside, the decor looks like its straight out of the mid 80s. This ship was built in 1996 and refurbished in 2007. I can't for the life of me understand how",-0.9999
npc,http://www.consolemonster.com/article.php?id=0000000888,"that are given by the game's many NPCs and will have you following the instructions given in the form of NPC dialogue. This dialogue is, as expected, filled to the brim with hilarious whips and one-liners. Cheesy, corny, silly and daft",-0.9999
fire,http://enhancementshaman.blogspot.com/2010/08/new-beta-build.html,"Just Flame Shock)
•Unleash Elements now has a 40 yards range, up from 30 yards.
•Totemic Vigor is gone.
•Improved Fire Nova is now a Tier 4 Enhancement Talent - Increases the damage done by your Fire Nova by 10/20% and",-0.9999
fire,http://enhancementshaman.blogspot.com/2010/08/new-beta-build.html,"Vigor is gone.
•Improved Fire Nova is now a Tier 4 Enhancement Talent - Increases the damage done by your Fire Nova by 10/20% and reduces the cooldown by 2/4 sec.
•Improved Water Shield now also procs from Greater Healing Wave.",-0.9999
vibe,http://www.usatoday.com/story/life/music/2013/03/13/quincy-jones-turns-80/1983777/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+usatoday-LifeTopStories+%28USATODAY+-+Life+Top+Stories%29,"include writing the Sanford and Son theme, the Emmy-winning Roots score and producing The Fresh Prince of Bel-Air. He founded Vibe magazine.
The impulse to explore media, geopolitics, social activism, philanthropy and education started at age 13.
""I was reading Omar",-0.9999
tea,http://www.samovartea.com/how-to-make-cold-brewed-teas/,"in food. This is just another way to taste them.
4. Cold-brewed teas are safer than sun-brewed teas.
Unlike sun tea, cold-brewed tea does not encourage the growth of potentially dangerous bacteria. Think about it: hot sun, sugar, water… sun tea",-0.9999
tea,http://www.samovartea.com/how-to-make-cold-brewed-teas/,"This is just another way to taste them.
4. Cold-brewed teas are safer than sun-brewed teas.
Unlike sun tea, cold-brewed tea does not encourage the growth of potentially dangerous bacteria. Think about it: hot sun, sugar, water… sun tea is a",-0.9999
tea,http://www.samovartea.com/how-to-make-cold-brewed-teas/,"and aged pu-erhs may have collected some dust over the years.
5. They’re easy to make. Five-Steps to mastering Cold-Brew Tea.
- THE VESSEL–Pickup The Tall Vivid Brewpot from our online shop.
- ADD TEA–Add 2-3 TBS of whole leaf, about",-0.9999
basic,http://www.kentlaw.edu/perritt/courses/civpro/cpx-fall-2005-6.htm,"7. Organization and clarity are very important. A shorter answer that is well organized and evidences a clear understanding of basic concepts and their interrelationships is better than a long answer with disconnected fragments of information.
8. Do not write outside",-0.9999
tea,http://www.blogtalkradio.com/jamminjukebox/2012/12/25/christmas-with-jammin-jukebox-radio,"archived for later downloads and will be deleted at it's conclusion so grab a cup of hot cocoa or Christmas tea & join us Christmas Eve!
MERRY CHRISTMAS & HAPPY HOLIDAYS TO ALL!
Sorry we couldn't complete your registration. Please try",-0.9999
fire,http://bloggingprojectrunway.blogspot.com/2011/12/christian-siriano-imagines-girl-on-fire.html,"Wednesday, December 07, 2011
Christian Siriano Imagines ""Girl on Fire"" Dress for Katniss in ""The Hunger Games""
Did you read ""The Hunger Games?"" I did and I always imagined Christian",-0.9999
fire,http://bloggingprojectrunway.blogspot.com/2011/12/christian-siriano-imagines-girl-on-fire.html,"designer in the story.
So, it was fun to see his sketch of the lead character's very important ""Girl on Fire"" dress.",-0.9999
tea,http://nationalunitygovernment.org/content/anderson-unite-common-cause-defeat-deceit-fraud,"is, they did it because the people who were trying to fight this evil deceit, were not their cup of tea and they refused to swallow their pride to unite for the common cause. Many marriages have ended because of pride",-0.9999
savage,http://nationalunitygovernment.org/content/anderson-unite-common-cause-defeat-deceit-fraud,"divine, which ought to justify us in interfering with their institutions even if such an interference were practicable ... The savage, or the foreigner is equally entitled to protection from British law, if by circumstances that law can be administered between",-0.9999
savage,http://nationalunitygovernment.org/content/anderson-unite-common-cause-defeat-deceit-fraud,"is equally entitled to protection from British law, if by circumstances that law can be administered between Britons & the savage or foreigner. Amongst civilized nations this is the universal principle, that the lex loci, shall determine the disputes arising between",-0.9999
karen,http://www.telegram.com/article/20140325/COLUMN01/303259968/0/sports&Template=printart,"tearfully confessed that she was the driver.
The next day, police got a call from Morin's sister. She claimed that Karen was covering for the actual driver — her husband, Corey Morin, who had a suspended license and criminal record for",-0.9999
karen,http://www.telegram.com/article/20140325/COLUMN01/303259968/0/sports&Template=printart,"and was planning to flee, according to reports.
Police interviewed the passenger in the car, Andrew Sprague, who also claimed Karen was the hit-and-run driver, but police were skeptical. A few days later, Karen admitted her husband was behind the wheel,",-0.9999
karen,http://www.telegram.com/article/20140325/COLUMN01/303259968/0/sports&Template=printart,"the car, Andrew Sprague, who also claimed Karen was the hit-and-run driver, but police were skeptical. A few days later, Karen admitted her husband was behind the wheel, according to reports.
""Karen apologized for lying to me but she did not",-0.9999
karen,http://www.telegram.com/article/20140325/COLUMN01/303259968/0/sports&Template=printart,"driver, but police were skeptical. A few days later, Karen admitted her husband was behind the wheel, according to reports.
""Karen apologized for lying to me but she did not want Corey to go to jail,"" according to a report filed",-0.9999
karen,http://www.telegram.com/article/20140325/COLUMN01/303259968/0/sports&Template=printart,"scene of a personal injury accident and driving with a suspended license. Sprague was charged with obstruction of justice, while Karen Morin was charged with improper operation of a motor vehicle.
Corey Morin is free on personal recognizance, but his alleged",-0.9999
basic,https://www.marxists.org/archive/ilyenkov/works/essays/essay5.htm,"by the same ‘immanent procedure’ that was one of his main conquests, namely, he counterposed to the assertions, rules, and basic propositions of logic not some kind of opposing assertions, rules and basic propositions but the process of the practical realisation",-0.9999
basic,https://www.marxists.org/archive/ilyenkov/works/essays/essay5.htm,"namely, he counterposed to the assertions, rules, and basic propositions of logic not some kind of opposing assertions, rules and basic propositions but the process of the practical realisation of its own principles in real thought. He showed it its own",-0.9999
tea,http://www.fulltextarchive.com/page/Scott-s-Last-Expedition-Volume-I4/,"the others to bring the pony
by slow stages. We covered 6 1/4 miles in direct line, then had some
tea and marched another 8. We must be less than 10 miles from Safety
Camp. Pitched tent at 10 P.M., very",-0.9999
fire,http://www.fulltextarchive.com/page/Scott-s-Last-Expedition-Volume-I4/,"it to-day and killed them--thus
getting a good supply of meat for the dogs and some more blubber for
our fire. Other seals came up as the first two were being skinned,
so that one may now hope to keep up",-0.9999
basic,http://www.fulltextarchive.com/page/Scott-s-Last-Expedition-Volume-I4/,"or oxidized to bright red, granites or granulites or quartzites,
hornblende and feldspars, ferrous and ferric oxides of lava acid,
basic, plutonic, igneous, eruptive--schists, basalts &c. All such
things I must get clearer in my mind. 
Tuesday afternoon a cold S.E.",-0.9999
fire,http://www.fulltextarchive.com/page/Scott-s-Last-Expedition-Volume-I4/,"Gap for walk. Glad to
say majority of people seem anxious to get exercise, but one or two
like the fire better.
The dogs are getting fitter each day, and all save one or two have
excellent coats. I was very",-0.9999
fire,http://www.fulltextarchive.com/page/Scott-s-Last-Expedition-Volume-I4/,"in one of the heavy storms will not
A Sketch of the Life at Hut Point
We gather around the fire seated on packing-cases to receive them
with a hunk of butter and a steaming pannikin of tea, and life is",-0.9999
tea,http://www.fulltextarchive.com/page/Scott-s-Last-Expedition-Volume-I4/,"gather around the fire seated on packing-cases to receive them
with a hunk of butter and a steaming pannikin of tea, and life is well
worth living. After lunch we are out and about again; there is little
to tempt a",-0.9999
tea,http://www.fulltextarchive.com/page/Scott-s-Last-Expedition-Volume-I4/,"swept,
inhospitable--the wind got up and light became bad just at the critical
moment, so we camped and had some tea at 2 P.M. A clearance half an
hour later allowed us to see a possible descent to the ice cliffs,",-0.9999
tea,http://www.fulltextarchive.com/page/Scott-s-Last-Expedition-Volume-I4/,"low
ice cliff--here a broken piece afforded easy descent. I decided to
push on for Cape Evans, so camped for tea at 6. At 6.30 found darkness
suddenly arrived; it was very difficult to see anything--we got down
on the sea",-0.9999
sick,http://www.fulltextarchive.com/page/Scott-s-Last-Expedition-Volume-I4/,"was taken, and this consideration softened the news of
his death. The dog had been left behind in a very sick condition,
and this loss was not a great surprise.
These items were the worst of the small budget of news",-0.9999
tea,http://www.fulltextarchive.com/page/Scott-s-Last-Expedition-Volume-I4/,"a new
cornice formed and our rope buried at both ends. The party getting
cold, I decided to camp, have tea, and shift foot gear. Whilst tea
was preparing, Bowers and I went south, then north, along the cliffs
to find",-0.9999
tea,http://www.fulltextarchive.com/page/Scott-s-Last-Expedition-Volume-I4/,"rope buried at both ends. The party getting
cold, I decided to camp, have tea, and shift foot gear. Whilst tea
was preparing, Bowers and I went south, then north, along the cliffs
to find a place to ascend--nearly everywhere ascent",-0.9999
tea,http://www.fulltextarchive.com/page/Scott-s-Last-Expedition-Volume-I4/,"of those moments for quick
action. We harnessed and dashed for the shelter of the cliffs; up
tents, and hot tea as quick as possible; after this and some shift of
foot gear all were much better. Heavy plod over the",-0.9999
fire,http://www.fulltextarchive.com/page/Scott-s-Last-Expedition-Volume-I4/,"found the thread
broken and the light was not good enough to continue the search.
The sides of the galley fire have caved in--there should have been
cheeks to prevent this; we got some fire clay cement to-day and
plastered up",-0.9999
fire,http://www.fulltextarchive.com/page/Scott-s-Last-Expedition-Volume-I4/,"search.
The sides of the galley fire have caved in--there should have been
cheeks to prevent this; we got some fire clay cement to-day and
plastered up the sides. I hope this will get over the difficulty,
but have some doubt.",-0.9999
salty,http://www.physics.uq.edu.au/people/nieminen/chiew.html,"good), with 1.5% salt added. I thought it might be OK for making Indian-style rosewater drinks, but it's a bit salty. High proof. Glen: ""Good God!""
T ** G (unrated - the smell was enough)
Moon Bae Sool:
A very traditional",-0.9999
fire,http://www.tribtoday.com/page/content.detail/id/593374/Local-products-get-back-on-field.html?nav=5024,"at their disposal. Torrian Pace got the start Saturday and finished with 66 yards and freshman Martin Ruiz has caught fire as of late, finishing with 65 yards and three touchdowns against the Dukes.
Though there now seems to be a",-0.9999
fire,http://thefiringline.com/forums/archive/index.php?t-165477.html,"for a dissconnector of some type that would make it semiauto. The New Zealand army Chesterfield was (I think) select fire full auto and single shot (not semi auto).
March 18, 2005, 09:36 AM
You might try researching the Pedersen device",-0.9999
fire,http://www.antstuff.net/html/big_headed_ant__pheidole_.html,"dead insects, seeds and the honeydew produced by insects such as aphids and scales. They are considered major predators of fire ant queens, which are present in large numbers after a fire ant swarm.
Pheidole megacephala. Workers are either major or",-0.9999
mid,http://nowthatsthunderbasketball.com/2013/12/09/kevin-durant-the-backpack-baller/,"was assisting with getting the book deal done. Then, as you know, Durant jumped over to RocNation. It was there, mid this year, that I hit a major road block.
After RocNation was unresponsive, I discussed my options (in detail) with",-0.9999
sick,http://www.huffingtonpost.com/lisa-derrick/el-coyote-boycott-mormon_b_143605.html,"her love for her customers, and allowed her, despite that professed love, to deny them a civil right:
I am sick at heart that I have offended anyone in the gay community...you are treasured to me...I've been a member of the",-0.9999
stan,http://nokona.mybigcommerce.com/new-nokona-navy-hat/,"(Posted by Stan on 28th Nov 2014)
Great looking , Good quality hat . Fits perfect .
(Posted by Peter Doroschin on 25th",-0.9999
tea,http://news.cybergolf.com/golf_news/triple_double_smith_crockett_defy_darkness_storms_to_defend_title_at_anderson,"Long to reign o'er us
God save the Queen!
And so the final began. Bird's custard, piccalilli and P.G. Tips tea (it's made with the tips of the leaves but still tastes like boiled roots), trying to avenge their 2011 loss",-0.9999
fire,http://news.cybergolf.com/golf_news/triple_double_smith_crockett_defy_darkness_storms_to_defend_title_at_anderson,"stage for Smith's late heroics. The long day's journey melted into night, darkness fell and an enormous full moon set fire to the sky, illuminating the match with an eerie glow as the players marched down the first fairway. Finally, Smith",-0.9999
basic,http://www.javaworld.com/article/2077850/java-se/open-source-java-projects-the-wizard-api.html,"basic and advanced example wizards. You first need to build these examples, however. Complete the following steps to build the basic example:
- Create a
wizardpagedemodirectory below the current directory.
- Follow the Basic example source link to download the basic",-0.9999
basic,http://www.javaworld.com/article/2077850/java-se/open-source-java-projects-the-wizard-api.html,"Complete the following steps to build the basic example:
- Create a
wizardpagedemodirectory below the current directory.
- Follow the Basic example source link to download the basic example's
WizardPageDemoMain.javasource files into
wizard.jarinto the current directory.
- Invoke the command below",-0.9999
basic,http://www.javaworld.com/article/2077850/java-se/open-source-java-projects-the-wizard-api.html,"files into
wizard.jarinto the current directory.
- Invoke the command below (which assumes a Windows XP platform) to compile the basic example's source files:
javac -cp wizard.jar;. wizardpagedemo\WizardPageDemoMain.java
After successfully compiling these source files, invoke the following command (which also assumes",-0.9999
basic,http://www.javaworld.com/article/2077850/java-se/open-source-java-projects-the-wizard-api.html,"following command (which also assumes Windows XP) to run the basic example:
java -cp wizard.jar;. wizardpagedemo.WizardPageDemoMain
Figure 2 reveals the basic example's wizard dialog box with its introductory page.
Both the basic and advanced examples present wizards that request animal information.",-0.9999
basic,http://www.javaworld.com/article/2077850/java-se/open-source-java-projects-the-wizard-api.html,"example:
java -cp wizard.jar;. wizardpagedemo.WizardPageDemoMain
Figure 2 reveals the basic example's wizard dialog box with its introductory page.
Both the basic and advanced examples present wizards that request animal information. Unlike the basic example, the advanced example demonstrates multiple wizards.",-0.9999
bae,http://www.telegraph.co.uk/finance/2945759/BAE-lands-arms-deal-for-a-new-generation.html,"by MPs to uncover the detailed terms of the biggest defence contracts ever won by British companies.
Sir Richard and BAE have regularly and consistently argued that the company has been squeaky clean in observing the rules of the game. Allegations",-0.9999
bae,http://www.telegraph.co.uk/finance/2945759/BAE-lands-arms-deal-for-a-new-generation.html,"long-time protégé, has lifted the curtain tantalisingly, disclosing that they have provided £40bn worth of business over a 20-year period. BAE has accounted for the lion's share but scores of supply companies have benefited.
The third contract is a considerable coup",-0.9999
basic,http://www.totaljobs.com/careers-advice/job-profile/HR-jobs/hr-consultant-job-description,"choose to set up your own agency.
Money, money, money
These figures are a guideline only. Usually, you'll earn a basic salary plus commission.
- Starting salaries are usually between £15,000 and £18,000 a year, plus commission
- In a more",-0.9999
mid,http://activerain.com/blogsview/1200027/nicks-to-go-on-mlk-jr--drive-is-my-greek-food-go-to-spot,"Georgia 30312 for some amazing food. Nick and Helen are in Greece until September. They shut down the restaurant in Mid August so they can go home to Greece and relax.
If you are interested in purchasing investment property (and now",-0.9999
fire,http://www.off-road.com/jeep/tech/part-iii-the-v8-option-chevy-v8-swap-into-a-jeep-cj-or-yj-20455.html/,"pump due to a cheap Autozone bad flare fitting. The open headers ignited it, and my new engine was on FIRE! I quickly grabbed the extinguisher (you had it ready right?) and put out the fire. Second time starting, the engine",-0.9999
fire,http://www.itv.com/news/anglia/2013-08-25/dramatic-rescue-of-family-trapped-by-floods/,"Heavy rain has caused flash flooding in parts of the region.
Essex was badly hit, with the county's Fire and Rescue Service called to more than 300 flooding incidents overnight.
Shoeburyness had 48mm in just four hours on Saturday,",-0.9999
lol,http://www.maxbimmer.com/forums/showthread.php?t=156646&goto=nextnewest,"good shape, cloth seats, dual climate, manual crank windows and manual crank sunroof (less possible electrical problems to worry about lol) Sunroof does not leak. Height adjustable headlamps function as they should
So the good:
Work done within the last ~6",-0.9999
fire,http://www.appszoom.com/android_applications/sports/philadelphia-baseball-free_bcyjm.html,"baseball stats , baseball stats phillies , major league baseball андроид , phillies baseball scores , where to free kindle fire applications in the philippines , philly baseball standings",-0.9999
fire,http://www.t-gaap.com/2012/10/8/-1?site_locale=en,"tablet experience in iPad or a lower price point.
Come January Apple will set the full sized tablet market on fire, with a dramatically revamped 10"" iPad, setting the course of the tablet market firmly on it's own tracks.
- Special",-0.9999
fire,http://www.hurriyetdailynews.com/default.aspx?pageid=438&n=eighteen-years-after-the-8216merry-holy-war8217-2011-07-05,"shouting “Death to the infidel!” and threatening the assembled artists with a lynching.
They set alight the hotel, and the fire claimed 35 lives, including those of musicians, poets, tourists and hotel staff, while the police merely gazed at the scene",-0.9999
fire,http://www.syracuse.com/news/index.ssf/2014/06/police_identify_teenager_killed_in_oswego_county_crash_on_route_3.html,"called to the scene of the crash. A Medevac helicopter was called and then cancelled.
The Granby Center and Minetto fire departments also responded to the crash.",-0.9999
mid,http://ohsolovelyvintage.blogspot.com/2012/10/guest-post-by-love-music-wine.html,beautiful Lana Turner and takes place in a fictional suburb called Paradise Village. Lana Turner lives in a fabulous pink mid century home with an incredible home bar that I thought Oh So Lovely readers would enjoy. Aren't the colors great?,-0.9999
epic,https://ipage.ingramcontent.com/ipage/servlet/pw_link?isbn_id=0712725020194&ID=11015,"In Disney Epic Mickey 2: The Power of Two, gamers will play as Mickey Mouse and for the first time ever, Oswald the",-0.9999
epic,https://ipage.ingramcontent.com/ipage/servlet/pw_link?isbn_id=0712725020194&ID=11015,"characters. Players will experience Disney's forgotten characters and attractions in all-new levels and further explore levels from the original Disney Epic Mickey game, but now changed, impacted by world-changing events that have shaken Wasteland apart. New 2D levels based on classic",-0.9999
epic,https://ipage.ingramcontent.com/ipage/servlet/pw_link?isbn_id=0712725020194&ID=11015,"returning characters that will further immerse players in Disney's rich history while adversaries familiar and new will challenge players. Disney Epic Mickey 2: The Power of Two is the first video game that can be described as a ""musical,"" where at",-0.9999
6-7,http://blog.seahawks.com/2011/12/05/monday-in-hawkville-58/,"purchased here.
Also on Tuesday, strong safety Kam Chancellor will sign autographs at the Pro Shop at the stadium from 6-7 p.m.
YOU DON’T SAY
“We’re looking forward to a big finish here. We’re going to get started and cranked up",-0.9999
fire,http://www.abovetopsecret.com/forum/thread732488/pg2,"I'd like to with the cost of ammo.
Who could afford enough ammo to remain proficient with that rate of fire.
I fire the heck out of the AK I have because it’s very cheap to do.
My dad baught the",-0.9999
catfish,http://www.kidsguidenj.com/outdoors/camping.html,"and fireplace; shared bunkroom and private cabins; seven rustic campsites; group campsite; and three tent platforms and ground site overlooking Catfish Pond.
Weekend Getaways, volunteer-led themed-programs are open year round to adult members and non-members.
Family Adventure Camps & Weekends are",-0.9999
epic,http://www.nj.com/entertainment/tv/index.ssf/2007/11/a_dizzying_disaster_from_start.html,"embarrassment.
Beginning, in time-honored ""Star Wars"" fashion, with ""Part IV"" -- masochists can discover the first three episodes of this epic for themselves, in graphic-novel form -- the story takes place in a slightly alternate present, in which Abilene, Texas has",-0.9999
epic,http://www.hectorsmotoringemporium.blogspot.com/,"(hopefully) heralded a new dawn for the motor racing movie. The release of Ron Howard's film 'Rush' which portrays the epic battle between Hunt and Lauda for the 1976 world championship should be coming soon. Howard has 'Cocoon', 'A Beautiful Mind'",-0.9999
cooked,http://www.ahealthysliceoflife.com/roasting-red-peppers-and-toddler-art/,"hummus or lentil salad fails.
Being that I don’t have a recipe to share, can I show you what Hailey cooked up yesterday?
She started off unsure. After all, she was in the highchair without food. What gives, mom?
But then",-0.9999
67,http://www.dec.ny.gov/hearings/10961.html,"N.Y.S.2d 922 (3d Dept. 1990) and Horn v. IBM, 110 A.D.2d 87, 493 N.Y.S.2d 184 (2d Dept. 1985) appeal denied, 67 N.Y.2d 602, 490 N.E.2d 556, 499 N.Y.S.2d 1027 (1986).
2. SEQRA defects -- Second, OVA claims that DEC, as the",-0.9999
fire,http://www.wtip.org/content/west-end-news-may-23,"the finest small town fire departments in the state of Minnesota. Last year, he was honored by the Minnesota State Fire Chiefs’ Association as Fire Officer of the Year.
He was a famous hard worker, but was also a dedicated family",-0.9999
epic,http://www.mcvuk.com/news/read/online-games-focus-bioware/086395,"he says such features “like progression, customisation and exploration” are “best in breed”. “It’ll have everything your expecting from an epic MMO.”
Zeschuk is plainer: “The market has become big enough. There are enough people that play other MMOs who now",-0.9999
alpha,http://acne.ezinemark.com/can-acne-represents-be-removed-31cb23e9e9b.html,"every declaring to have self-confident shot for acne scars. For rejuvenating skin, utilization of element ingredients which include exfoliating tretinoin, alpha hydroxyl acids and whitening suppliers like quinine are getting constructed use of. Besides, several injectibles have also forayed to the",-0.9999
tea,http://twitpic.com/photos/LiftUpEllie,"via site
Angel Ellie, mom and Grace, and Amazing Grace. Thank you to Kristin Vining for the photography at the Tea!
1888 days ago via site
Beautiful event today. Thanks to all who attended to help kick cancer's butt and carry",-0.9999
basic,https://the-nentir-vale-chronicles.obsidianportal.com/characters/tiathavin,"1, Daily: Paladin’s Judgment
ITEMS Plate Armor, Shield, Longsword, Dagger, Rations, Sling, Sling Bullets (20), Short sword, Candle, Cloth Armor (Basic Clothing), Adventurer’s Kit
Personality Traits: Pros: Cautious, Brave, Compassionate, Approachable, Alluring
Cons: Distrustful, Selfish, Arrogant
Mannerism: Unsure of the human",-0.9999
fire,http://abcnews.go.com/US/illinois-man-trapped-jail-31-hours-sues-trauma/story?id=24564829,"conference.
When the screaming and pounding failed, Polk broke the head off one of the sprinklers, flooding the room.
The fire department arrived and finally, Polk was free. Polk says he’s traumatized by the incident.
“It just tears my heart out,”",-0.9999
fire,http://www.bloomberg.com/bw/stories/2008-09-22/employee-free-choice-act-labor-vs-dot-businessbusinessweek-business-news-stock-market-and-financial-advice,"for organizing a union is broken, undemocratic, and rife with intimidation.
A quarter of all employers in organizing drives illegally fire at least one worker for union activity. More than half of employers threaten to close the business if the union",-0.9999
fire,http://www.bloomberg.com/bw/stories/2008-09-22/employee-free-choice-act-labor-vs-dot-businessbusinessweek-business-news-stock-market-and-financial-advice,"Choice Act would encourage intimidation. Documented intimidation by unions during organizing campaigns is scant. Unlike employers, a union organizer can't fire you, cut your pay, or deny you a promotion. So it's not surprising that, in a study of a more",-0.9999
karen,https://www.laprogressive.com/gay-pride-celebration/,"the 11th state to offer marriage to same-sex couples. During the run-up to the Legislature’s marriage equality vote, state Sen. Karen Peterson “came-out” mentioning her longtime partner. “If my happiness somehow demeans or diminishes your marriage, then you need to work",-0.9999
basic,http://philpapers.org/rec/MURAIP,"not provide a proxy)
|Through your library|
References found in this work BETA
Robert Nozick (1974). Anarchy, State and Utopia. Basic Books.
John Rawls (2009/2005). A Theory of Justice. In Steven M. Cahn (ed.), Philosophy and Rhetoric. Oxford University Press 133-135.",-0.9999
basic,http://www.lrb.co.uk/v03/n06/peter-lamarque/works-of-art,"itself. To discover defining, or even characteristic, properties of art, if such there be, presupposes an answer to even more basic, ontological, questions concerning what sorts of things or entities works of art are. Are they physical objects, ideas, universals, classes,",-0.9999
basic,http://www.tracyandmatt.co.uk/htc-sensation-xl-with-beats-audio-review/,"Below are screenshots of the application which will hopefully show you how nice the application is, also the app is basic yet appealing to the user which will hopefully show in the shots also.
Although I mentioned how good I found",-0.9999
basic,http://www.tracyandmatt.co.uk/htc-sensation-xl-with-beats-audio-review/,that application is of course Gmail seen as though the Android platform is Google branded. The app itself is very basic but it does a decent job of fetching e-mails and sending mail pretty quickly which is after all what we,-0.9999
basic,http://www.tracyandmatt.co.uk/htc-sensation-xl-with-beats-audio-review/,"actually luckily enough pre-installed on this particular HTC device, which comes in handy indeed.
The Friend Stream app is fairly basic as it is basically used for 1 thing, bringing all of your social updates into one place so by basic",-0.9999
basic,http://www.tracyandmatt.co.uk/htc-sensation-xl-with-beats-audio-review/,"basic as it is basically used for 1 thing, bringing all of your social updates into one place so by basic I mean that you can’t upload photos to either networking sites which is very disappointing actually so for that function",-0.9999
