target,uri,target_context,roberta_score
epic,http://jorgen.tjer.no/blog/,"same things have likely been implemented / fixed in the Source engine, both by Valve’s licensees, but also Valve developers. Epic realizes that their advantage is not (mainly) their specific implementation, but the sheer amount of engineering effort that has been",-1.0000
alpha,http://takoyakida.webs.com/apps/blog/categories/show/1044166-reality-tutorials-english-,"open up DAZ Studio, load in your candle prop, then assign the alpha map you just created, to the flame's alpha channel in the surfaces tab. If your candle did not come with a flame prop, you need to create one.",-1.0000
alpha,http://takoyakida.webs.com/apps/blog/categories/show/1044166-reality-tutorials-english-,"lampshade and cylinder, I set them to matte trasnscluent with the following options:
For the lamp shade, I left the alpha channel at 1.0. For the cylinder, I found that it blocked too much light, so I lowered the alpha to",-1.0000
alpha,http://takoyakida.webs.com/apps/blog/categories/show/1044166-reality-tutorials-english-,"the alpha channel at 1.0. For the cylinder, I found that it blocked too much light, so I lowered the alpha to 0.92. You can raise and lower that to control how much light you want going through the bottom.
And",-1.0000
alpha,http://takoyakida.webs.com/apps/blog/categories/show/1044166-reality-tutorials-english-,"a note about f/Stop near the bottom of the page, just above the last image.)
So, I set the diffuser's alpha channel strength to 0.91...
...and set the tranmission color to light gray. (Transmission color is what color the light is",-1.0000
fire,http://edition.cnn.com/2014/03/05/world/europe/ukraine-leaked-audio-recording/,"his recent visit to Ukraine
- He says a doctor told him the opposition may have been behind deadly sniper fire
- Paet: ""The fact that this phone call has been leaked is not a coincidence""
Don't read too much into",-1.0000
fire,http://edition.cnn.com/2014/03/05/world/europe/ukraine-leaked-audio-recording/,"He says a doctor named ""Olga"" told him opponents of Ukraine's ousted President may have been responsible for deadly sniper fire.
President Viktor Yanukovych fled more than a week ago in the wake of protests in Kiev's Independence Square, where snipers",-1.0000
tea,https://thesteepery.com.au/products/arakai-estate-2016-black-spring-flush,We are delighted to have in stock a small quantity of Arakai Estate’s 2016 Black Spring Flush tea. This tea was the winner of the Best Australian Black Tea and Best Australasian Black Tea at the 2017 Golden,-1.0000
tea,https://thesteepery.com.au/products/arakai-estate-2016-black-spring-flush,We are delighted to have in stock a small quantity of Arakai Estate’s 2016 Black Spring Flush tea. This tea was the winner of the Best Australian Black Tea and Best Australasian Black Tea at the 2017 Golden Leaf Awards,-1.0000
tea,https://thesteepery.com.au/products/arakai-estate-2016-black-spring-flush,"small quantity of Arakai Estate’s 2016 Black Spring Flush tea. This tea was the winner of the Best Australian Black Tea and Best Australasian Black Tea at the 2017 Golden Leaf Awards and is certain to impress.
Arakai Estate’s 2016/17 Premium",-1.0000
tea,https://thesteepery.com.au/products/arakai-estate-2016-black-spring-flush,"Black Tea at the 2017 Golden Leaf Awards and is certain to impress.
Arakai Estate’s 2016/17 Premium Black Spring Flush tea is harvested from the first growth from tea bushes that have been dormant over winter. This results in an incredibly",-1.0000
tea,https://thesteepery.com.au/products/arakai-estate-2016-black-spring-flush,"and is certain to impress.
Arakai Estate’s 2016/17 Premium Black Spring Flush tea is harvested from the first growth from tea bushes that have been dormant over winter. This results in an incredibly sweet tea that has a soothing malt, spice",-1.0000
tea,https://thesteepery.com.au/products/arakai-estate-2016-black-spring-flush,"harvested from the first growth from tea bushes that have been dormant over winter. This results in an incredibly sweet tea that has a soothing malt, spice and woodsy profile and a subtle floral bouquet. This black tea exhibits no bitterness",-1.0000
tea,https://thesteepery.com.au/products/arakai-estate-2016-black-spring-flush,"an incredibly sweet tea that has a soothing malt, spice and woodsy profile and a subtle floral bouquet. This black tea exhibits no bitterness or astringency.
Origin: Bellthorpe, QLD, Australia
Flavour profile: Malt | Spice | Wood
Processing: Arakai Estate utilise",-1.0000
tea,https://thesteepery.com.au/products/arakai-estate-2016-black-spring-flush,"the plantation is made up of Japanese varietals; Yabukita & Sayamakaori with smaller numbers of Meirokyu, Yutakamidori, Fushin & Okumidori.
Tea Master: Brendon Collins
Arakai Estate is located in the beautiful Conondale Ranges in South-East Queensland. Bellthorpe has a mild, subtropical",-1.0000
tea,https://thesteepery.com.au/products/arakai-estate-2016-black-spring-flush,"Bellthorpe has a mild, subtropical climate, with high rainfall and fertile, slightly acidic soil perfectly suited to growing the Japanese tea cultivars. Cooler temperatures are experienced overnight and during the winter.
Elevation: 500m – 600m
Arakai Estate 2016 Black Spring Flush",-1.0000
tea,https://thesteepery.com.au/products/arakai-estate-2016-black-spring-flush,"Estate 2016 Black Spring Flush pairs well with most breakfast foods, breads and buttery desserts. Whilst we thoroughly recommend this tea on its own you could try it with a spiced butter shortbread.
Leaf appearance: Tippy, long elongated leaf with dark",-1.0000
fire,http://www.lizlockard.com/switch-to-wordpress/,"your game plan ahead of time – sort of like gathering all your cookie- or cake-baking ingredients before you ever fire up the blender or warm up the oven. It’s just good practice!
3. Choose Wisely.
After you’ve set up WordPress,",-1.0000
basic,http://www.lizlockard.com/switch-to-wordpress/,"(a theme is a collection of code, images, and other instructions that dictate your website’s appearance and some of its’ basic functions).
My advice? You can save yourself a lot of time and trouble down the road, by selecting one that",-1.0000
fire,http://auguregratuite.info/home-furnishing-sales-coworker/,"they collected from Brown’s home, as well as the.
Valve And Fittings Suppliers In Houston Tx FYRELANE USA provides various fire products. Our Corporate office is located in Dallas, Texas and our facilities are located in Houston, Texas and also Corsicana,",-1.0000
tea,https://fr.slideshare.net/AlexanderDecker/ailing-health-status-in-west-bengal-critical-analysis-11272998,"Party of India (Marxists) since 1977 faced widespread hunger and starvationdeaths in 2005. The victims included the workers in the tea gardens in Jalpaiguri district of North Bengal, tribals inAmlashol in West Midnapur district and the villagers uprooted by land erosion",-1.0000
tea,https://fr.slideshare.net/AlexanderDecker/ailing-health-status-in-west-bengal-critical-analysis-11272998,"in thefamily. The district administration, however, attributed Lula’s death to tuberculosis.16 Tea gardens also witnessedwide-spread hunger. In 2005, about 2000 tea garden workers had been reportedly facing stark starvation ever sincethe Potong tea estate near the Indo-Nepal boarder under the Mirik",-1.0000
tea,https://fr.slideshare.net/AlexanderDecker/ailing-health-status-in-west-bengal-critical-analysis-11272998,"gardens also witnessedwide-spread hunger. In 2005, about 2000 tea garden workers had been reportedly facing stark starvation ever sincethe Potong tea estate near the Indo-Nepal boarder under the Mirik block in Darjeeling district was closed down inMarch 2000 by the Tea",-1.0000
tea,https://fr.slideshare.net/AlexanderDecker/ailing-health-status-in-west-bengal-critical-analysis-11272998,tea estate near the Indo-Nepal boarder under the Mirik block in Darjeeling district was closed down inMarch 2000 by the Tea Trading Corporation India (TTCI) owned by the central government.174. Key Challenges For Meeting The Health MDG TargetsThe key challenge of,-1.0000
basic,https://fr.slideshare.net/AlexanderDecker/ailing-health-status-in-west-bengal-critical-analysis-11272998,"women and children from scheduled caste, scheduled tribe and other disadvantaged social groups — areable to demand and access quality basic health care services. A recent study18 comparing levels of access to health 3
Advances in Life Science and Technology www.iiste.orgISSN",-1.0000
basic,https://fr.slideshare.net/AlexanderDecker/ailing-health-status-in-west-bengal-critical-analysis-11272998,"may be with some very elementary medicines. Rural healthservices which form the backbone of public health system, is lacking in basic infrastructure, staff and essentialmedicines. The sufficient manpower is an important prerequisite for the efficient functioning of the Rural HealthInfrastructure. Health",-1.0000
basic,http://allnurses.com/nursing-online-distance/rn-bsn-in-793626.html,"have looked into will not accept a single transfer credit from Kaplan, which means I'd have to take all the basic gen-ed coursework again before I could even apply to an RN-BSN program. I know that I want to continue my",-1.0000
basic,https://www.reelchase.com/trout-fishing-tips/,"need to remember when using powerbait is that you'll want a rig that will allow it to float. So, the basic set up would be a sinker on the line and a lead line that's long enough to reach near the",-1.0000
basic,https://www.reelchase.com/trout-fishing-tips/,"length of your lead line will depend on how deep the waters are where you'll be fishing.
This rig is basic and ideal for most locations where you believe that the bait is better off floating.
When you're fishing in a",-1.0000
67,http://www.pressofatlanticcity.com/sports/local/golf/middle-grad-qualifies-for-u-s-amateur-golf-championship/article_cfbd6571-6d13-5802-9e40-87f7d28f1efc.html,"of the qualifier were played Tuesday. Hicks, a rising junior at The College of William & Mary, shot a tournament-low 67 in the opening 18 holes and followed with a 72 in the second 18 to finish second by a stroke",-1.0000
lit,http://blog.sandraschwab.com/when-your-research-makes-you-cry/,"after day was spent in perfect quiet till 8 in the Evening when the Camphore Lamp and Mole Candles were lit in the Drawing Room, and guests began to arrive, often comprizing the most distinguished Literary and Artistic Men of London",-1.0000
hooman,https://www.givepulse.com/event/12488-Family-Science-Saturday-The-Year-of-the-LIGHT%21,"to explain the innovation behind Everix, an Orlando-based company that has invented a way to create complex optical filters. Dr. Hooman will explain his process in its development as we learn about light, colors, lenses, and the future of technology.
|Causes||Arts",-1.0000
basic,http://www.seriouseats.com/2012/12/alice-waters-olive-oil-fried-eggs-with-a-crown-herbs.html?ref=thumb,"pour of olive oil leaves eggs supple and rich, and the bracing herb mix enlivens what would otherwise be fairly basic method for cooking eggs.
What didn't: Nothing; this is a great recipe to stick in my egg arsenal.
Suggested tweaks:",-1.0000
fire,http://www.pressreader.com/uk/canal-boat/20160401/281706908763407,"Association of Boat Owners.
The Agency had earlier defended its decision, saying that lock-keepers were not trained to use the fire extinguishers, and that having consulted with “experts in water safety and rescue”, it had been advised that it was “better",-1.0000
fire,http://www.pressreader.com/uk/canal-boat/20160401/281706908763407,"to investigate lock issues, it had decided to replace the ladders with lighter ones and make “little change” to its fire extinguisher practice. of the Montgomery Waterway Restoration Group plus representatives of the local MP and Welsh Government member, and has",-1.0000
tea,https://rankly.com/list/best-infused-spirit-off-all-time,"a video on Jeremiah Weed's YouTube page.
In 2009, Jeremiah Weed introduced a blend of flavored vodka, Southern Style Sweet Tea, followed in 2010 by a lemonade blend called Half and Half. 2011 saw the introduction of three flavored malt beverages",-1.0000
vibe,https://chatters.ca/products/kenneth_bernard_vibe_1_flat_iron_gift_pack,"KENNETH BERNARD Vibe 1"" Flat Iron Gift Pack
The vibration of the VIBE rapidly moves the hair so that the heat is distributed",-1.0000
vibe,https://chatters.ca/products/kenneth_bernard_vibe_1_flat_iron_gift_pack,"KENNETH BERNARD Vibe 1"" Flat Iron Gift Pack
The vibration of the VIBE rapidly moves the hair so that the heat is distributed evenly through each section while sealing in moisture and bringing",-1.0000
fire,http://www.mrt.com/news/article/Patients-meet-hospital-MFD-staff-in-a-7436080.php,"Hospital West Campus on Thursday during the Celebrate Life event.
The evening event connected patients with hospital staff and Midland Fire Department staff, some of whom spoke. One speaker's theme was the idea that there is always a positive outcome to",-1.0000
fire,http://www.mrt.com/news/article/Patients-meet-hospital-MFD-staff-in-a-7436080.php,"first responders that come to you when you have a problem like I did with a heart attack,"" Hurta said.
Fire Chief Robert Isbell represented the EMS crew that brings patients to the emergency room the moment they receive that phone",-1.0000
fire,http://mo7s.blogspot.com/2008/06/,"awesome spectacle - thousands of fans, a couple of helicopters overhead, the mayor rolling through on a motorcycle, and the fire department cracking open a hydrant to cool off of the spectators. The event was well covered by local media, with",-1.0000
cooked,https://wineramblings.wordpress.com/2014/02/25/antidepressant-in-wine-form-chasse-spleen-2003/,"in France and wines from this year usually show it. This one is no exception, there are a lot of cooked fruits aromas: blackberry, cherry and plum mostly. The wine still has high acidity and the tannins give it a bit",-1.0000
sigma,http://socialentrepreneurs-pdx.com/resources/cat/sem-pdx-members/climate-environment/,"Helping businesses and organizations achieve “triple bottom line” performance using Lean and Six Sigma
We are committed to sustainability, which can be summarized by the concept of the Triple Bottom Line:
People – Nonprofits,",-1.0000
cooked,https://www.bbcgoodfood.com/recipes/786652/chinese-roast-duck-with-pancakes?rate=BA8pr02esY1azNMcX17AfgsB4Vf7VuMCjAaHSetZZxY,"well with') and return duck to the oven for 30-40 mins or until the skin is browned and crisp.
Once cooked let it rest for 10 mins. Slice off the breasts and shred meat and skin. Pile onto a plate, keeping",-1.0000
sick,https://www.healthtap.com/topics/what-are-the-safest-home-remedies-for-conjunctivitis,"has viral infection please increase his fluid intake and he will be ok in a while, if he is really sick please take him to his doc.As the little kids get dehydrated very soon. ...Read moreSee 1 more doctor answer
Sinus",-1.0000
tea,http://www.parliament.uk/edm/2013-14/739,"Parliament newsletter to find out how you can get involved
Take a tour of Parliament and enjoy a delicious afternoon tea by the River Thames
See some of the sights you’ll encounter on a tour of Parliament
Book a school visit,",-1.0000
cooked,http://fedandsheltered.com/marijuana-as-food-flavoring/,"Greig. “My macaroni is made with four smoked cheeses, with the medicine added to the roux: the green gets completely cooked out. Or, I just mix it in with the panko topping.”
As the move to legalize marijuana gains favor, more",-1.0000
sick,http://fedandsheltered.com/marijuana-as-food-flavoring/,"Island-based group that wants to implement USDA-style labeling on prepared, marijuana-laced food. The group’s founder, Topher Seal, says that since sick people are the main consumers of cannabis goods, it’s important that ingredients be listed to protect against allergies and counter-indications.",-1.0000
basic,http://4gforless.blogspot.com/2015/08/is-technology-hurting-our-kids.html,"of others. The bad news is that we have a generation of children in our schools that struggle with this basic emotional intelligence skill.
The American Academy of Pediatrics discourages any screen time for kids under 2 years of age, and",-1.0000
tea,http://www.business-standard.com/article/current-affairs/drinking-tea-red-wine-may-protect-against-flu-study-117081300230_1.html,"Drinking tea and wine may help prevent influenza, as a compound found in these beverages can boost the immune system, scientists say.",-1.0000
tea,http://www.business-standard.com/article/current-affairs/drinking-tea-red-wine-may-protect-against-flu-study-117081300230_1.html,"with gut microbes to protect us from flu and other viral infections,"" Steed said.
Flavonoids are commonly found in black tea, red wine and blueberries.
Previous studies found that the gut microbiome may be important in protecting against severe influenza infections,",-1.0000
basic,https://www.mail-archive.com/reqsresumes@googlegroups.com/msg18496.html,"& Performance Center products. 3. Good understanding of Oracle 11g Database and 3 Tier Network Computing Architecture. 4. Understanding of basic business knowledge like vendor, customer, invoice etc. 5. Good to have EBS exposure / experience in EBS migration 6. Prepare",-1.0000
mid,http://kingstouchreiki.blogspot.com/2014/09/,"coins flowing from her hands. She is a Mother Goddess, Mata, & her month of celebration is October.
In the mid 90s, a friend told me she saw an association with Lakshmi, & I found a small statuette at the Crystal",-1.0000
basic,https://easconsultinggroup.com/announcements/21-cfr-111-gmp-laboratory-overview/,laboratory controlled processes as well as evaluate your contract laboratory for the same. Participants in this webinar will get a basic understanding of the available analytical techniques and test methods; and when they are appropriate to establish that dietary ingredient and,-1.0000
tea,http://www.stylenative.com/blog/2015/8/14/derma-e-activated-charcoal,"Derma E Natural Skincare has a whole line of purifying products made for oily, active skin using activated charcoal, green tea, aloe, and other natural ingredients.
Before I drank this stuff and put it on my face, I did a bit",-1.0000
lit,http://www.prednecknation.com/staking-a-central-claim/,this one stretched into the 3rd period with the Pens up 1-0 until former Pen and Heroic Pred James Neal lit the lamp to tie things at 1. Yet another OT but this one went quick as Kessel scored on an,-1.0000
cooked,http://culinarilycourtney.blogspot.com/2012/01/mini-chicken-pot-pies.html,"flour
1 tsp garlic powder
1/8 tsp ground nutmeg
salt and pepper to taste
1/2 cup frozen peas, thawed
1 cooked boneless, skinless chicken breast, diced
1 and 1/2 cups flour
1/2 tsp salt
1/2 tsp sugar
1/2 cup shortening, chilled",-1.0000
cooked,http://homesteadbackyard.com/tag/preserve/,"will cook the beets for thirty minutes to an hour then drain them. To begin the preservation process cut the cooked beets and place them in the jars, then fill the jar with enough water to cover the beets but don’t",-1.0000
shook,https://nikewrites.wordpress.com/2012/11/16/im-starting-a-rebellion-whos-with-me/,"few days after my birthday, when I saw Halloween decorations were already on the shelves of local drug stores. I shook my head. I had yet to start school shopping for my daughter.
On Halloween morning, I went to the drug",-1.0000
aura,http://moongipsies.blogspot.com/2016/03/3-18-16.html,"recycled gift cards, a matted original 8 x10 photograph (signed) and a pair of sterling silver earrings that feature aqua aura quartz crystal points.
See you all tomorrow for my weekend post!",-1.0000
basic,http://docplayer.net/1743802-Chapter-20-spine-medical-treatment-guidelines-subchapter-a-cervical-spine-injury.html,"occupationally related. 11. Return to Work. Return to work is therapeutic, assuming the work is not likely to aggravate the basic problem or increase long-term pain. The practitioner must provide specific written physical limitations. If a practitioner releases a patient at",-1.0000
basic,http://docplayer.net/1743802-Chapter-20-spine-medical-treatment-guidelines-subchapter-a-cervical-spine-injury.html,"fracture or dislocation. 2. Radiographic imaging of the cervical spine is a generally accepted, well-established and widely used diagnostic procedure. Basic views are the anteroposterior (AP), lateral, right, and left obliques, swimmer s, and odontoid. CT scans may be necessary to",-1.0000
basic,http://institutes.leiden.edu/nvic/education/arabic/,"2018 for BA-students in Arabic & Islamic Studies of Dutch and Flemish Universities.
This intensive course aims to develop students’ basic knowledge of Modern Standard Arabic (MSA) and Egyptian Colloquial Arabic (ECA). Through an integrated method approach, students will learn how",-1.0000
6-7,https://www.velogear.com.au/veda-elbow-guards-olive.html,"they stay put so well, but it does create a little binding when they are new. I wore them for 6-7 hours one day and by day’s end, the internal rubberized material (that keeps the elbows from slipping down) on the",-1.0000
basic,http://www.google.com/patents/US7078492?dq=5910382,"immunoglobulins raised against specific antigenic challenges can be isolated by recombinant means well known in the art.
Antibody Structure. The basic antibody structural unit comprises a tetramer. Each tetramer is composed of two pairs of polypeptide chains, each pair having one",-1.0000
alpha,http://www.google.com/patents/US7078492?dq=5910382,"function. Human light chains are classified as kappa and lambda light chains. Heavy chains are classified as mu, delta, gamma, alpha, or epsilon, and define the antibody's isotype as IgM, IgD, IgG, IgA, and IgE, respectively. Within light and heavy chains,",-1.0000
alpha,http://www.google.com/patents/US7078492?dq=5910382,"specifically binds to S. pneumoniae PPS-3, wherein the heavy chain isotype of the antibody is mu, gamma, delta, epsilon or alpha.
The invention contemplates an isolated human antibody or antigen-binding portion thereof that specifically binds to S. pneumoniae PPS-3, wherein the",-1.0000
sigma,http://www.google.com/patents/US7078492?dq=5910382,"chains (Fisher Biotech, Fisher Scientific, Pittsburgh, Pa.). We then detected antibody binding by developing the plates with p-nitrophenyl phosphate substrate (Sigma, St. Louis, Mo.) and measuring the optical densities at 405 nm with an MRX Microplate Reader (Dynatech Laboratories, Chantilly, Va.).",-1.0000
sigma,http://www.google.com/patents/US7078492?dq=5910382,"antibody (negative control; Calbiochem, San Francisco, Calif.). We also screened the hybridoma supernatants for binding to staphylococcal protein A (SPA;
Sigma), TT, BSA, CWPS and double-stranded DNA (dsDNA) using standard techniques in the art as described in Russell et al., Pirofski",-1.0000
sigma,http://www.google.com/patents/US7078492?dq=5910382,"San Diego, Calif.). We then incubated the plates at 37° C. for 1 hour, washed, incubated with goat anti-human C3 (Sigma) at 37° C. for 1 hour and washed again. We detected antibody binding to C3 by incubating the plates with",-1.0000
sigma,http://www.google.com/patents/US7078492?dq=5910382,"C. for 1 hour and washed again. We detected antibody binding to C3 by incubating the plates with p-nitrophenylphosphate substrate (Sigma). We measured the optical density at 405 nm using an MRX Microplate Reader.
We also monitored C3 deposition by FACS.",-1.0000
lit,https://gizmodo.com/rembrandt-probably-traced-his-self-portraits-with-mirro-1783557181,"aids would have relied on a camera obscura effect, requiring the subject of a painting to be in a brightly lit room, with the artist sitting in a dark room. This would be impossible for a self portrait—how could the artist",-1.0000
basic,http://store.foodstoragemadeeasy.net/product_p/book-fs.htm,"topics like preserving meats, making your own yogurt, and storing sweets. Angela basically takes a look at each of the basic “categories” of food storage and gives lots of ideas for how to mix things up or add to them to",-1.0000
basic,https://www.disabled-world.com/news/america/washington/low-cost-insurance.php,"With more than 100,000 people on a waiting list for the state's Basic Health program, low-income Washington residents are finding few affordable options for health care coverage.
To address this pressing need, the",-1.0000
basic,https://www.disabled-world.com/news/america/washington/low-cost-insurance.php,"address this pressing need, the state is introducing the Washington Health Program - a non-subsidized version of the state's popular Basic Health program. Washington Health and Basic Health are both administered by the Washington State Health Care Authority (HCA).
""Health care",-1.0000
basic,https://www.disabled-world.com/news/america/washington/low-cost-insurance.php,"is introducing the Washington Health Program - a non-subsidized version of the state's popular Basic Health program. Washington Health and Basic Health are both administered by the Washington State Health Care Authority (HCA).
""Health care reform is on the way, and",-1.0000
basic,https://www.disabled-world.com/news/america/washington/low-cost-insurance.php,"Washington residents can't wait for 2014. They need coverage now - and Washington Health provides them with an affordable option.""
Basic Health provides coverage to 66,000 Washington residents, with the state paying a portion of their premiums based on their income",-1.0000
basic,https://www.disabled-world.com/news/america/washington/low-cost-insurance.php,"state paying a portion of their premiums based on their income level. Washington Health provides essentially the same benefits as Basic Health, but with no subsidy and no cost to the state. Enrollees pay the full premium, plus a small amount",-1.0000
basic,https://www.disabled-world.com/news/america/washington/low-cost-insurance.php,"to enhance our working relationship with Community Health Plan,"" said HCA Administrator Doug Porter. ""Providing coverage to 250,000 people in Basic Health, Medicaid and other programs, CHP continues to demonstrate their commitment to provide quality health care to low-income people across",-1.0000
basic,https://www.disabled-world.com/news/america/washington/low-cost-insurance.php,"said Porter, ""but in most cases, $75,000 is plenty of coverage throughout the year."" By comparison, less than 2% of Basic Health enrollees accumulated $75,000 total cost in 2009.
Premiums are as low as $100 per month. A 35 year old",-1.0000
basic,https://www.disabled-world.com/news/america/washington/low-cost-insurance.php,"location and the coverage options they select. Washington Health is available to any state resident who is not enrolled in Basic Health, Medicaid, or eligible for Medicare. It is designed for low income people, but there are no income limitations. It",-1.0000
basic,https://www.disabled-world.com/news/america/washington/low-cost-insurance.php,"HEALTH CARE AUTHORITY: HCA is a cabinet-level agency that serves as the state's primary health care purchaser. In addition to Basic Health and Washington Health, HCA administers the Public Employees Benefits Board program which provides health care coverage to more than",-1.0000
basic,https://www.disabled-world.com/news/america/washington/low-cost-insurance.php,"managed care for more than 270,000 individuals and families throughout Washington State. It is the state's largest insurer of the Basic Health Plan and the second largest health plan serving members of the state's Medicaid program, including Healthy Options, the State",-1.0000
basic,http://grillax.com/south-carolina-trail/,"a clean-cut vinegar sauce.
South Carolina is the only state in the nation where you’ll find all four of the basic types of barbecue sauce, sometimes on the same menu.
It’s the sauce that determines what kind of barbecue you’re eating",-1.0000
cooked,http://grillax.com/south-carolina-trail/,"When we say “barbecue” around here, we’re always talking about pork.
Beef, chicken and other critters can be grilled or cooked with or without sauce, but only pork — most often pulled pork cooked in a smoky pit — is barbecue.",-1.0000
cooked,http://grillax.com/south-carolina-trail/,"and other critters can be grilled or cooked with or without sauce, but only pork — most often pulled pork cooked in a smoky pit — is barbecue.
South Carolina is home to four barbecue sauces: mustard, vinegar and pepper, light",-1.0000
fire,https://townhall.com/news/politics-elections/2015/02/20/some-injured-100-evacuated-after-fire-in-dutch-apartment-block-media-n1959836,"AMSTERDAM (Reuters) - An unknown number of people were injured in an early morning fire at a large apartment building in the eastern Dutch city of Nijmegen, local media reported on Friday.
No fatalities have",-1.0000
fire,https://townhall.com/news/politics-elections/2015/02/20/some-injured-100-evacuated-after-fire-in-dutch-apartment-block-media-n1959836,"smoke inhalation.
Live footage of the scene broadcast by Omroep Gelderland showed firemen and ambulances at the scene, and the fire appeared to have been extinguished.
(Reporting by Toby Sterling; Editing by Alison Williams)",-1.0000
troll,http://sovereignsuperbaits.co.uk/Lures/Hard-Baits/quickbaits.html,"slow crank and just about 60cm on a fast crank. It will run a little over a metre on the troll.
Quickbait Shallow Slash - this is the unjointed version of the Quickbait jointed plugs, it rolls very well, has a",-1.0000
troll,http://sovereignsuperbaits.co.uk/Lures/Hard-Baits/quickbaits.html,"by a moving tail. This will run down to about a 90cm on the crank and approximately 1.5m on the troll.
Items on this page:
Here we have a new range of baits from Poland which are around 70% hand made.",-1.0000
karen,http://carruthersdavidson.com/book-of-memories/3187427/Kilpinen-Karen/view-condolences.php,Condolence: I am deeply saddened by the news of Karen's passing. Karen was more than a client to me. She was a friend. Our friendship deepened as we shared the house-hunting experience,-1.0000
karen,http://carruthersdavidson.com/book-of-memories/3187427/Kilpinen-Karen/view-condolences.php,are Wasaga Beach neighbours of Karen and we are shocked to learn of her passing. We had recently chatted with Karen about the beautiful landscape she was undertaking in her back yard. We are so very sorry for your loss.,-1.0000
sigma,http://qfd-institute.blogspot.com/2012/08/which-country-won-2012-london-olympics.html,"Today's quality professionals should know how to apply AHP in their projects for better analytic precision, and this includes six sigma black belts and anyone who is involved with prioritization of customer needs and product features in QFD. Case studies using",-1.0000
sick,http://www.tmf-dialogue.net/how-to-avoid-to-get-sick-after-a-stressful-period.html,"or in private life, you dealt with it and finally, the period of stress was over. And now? You get sick! But what’s the reason for that?
“It’s a phenomenon that’s often referred to as ‘the let-down effect’, a pattern in",-1.0000
sick,http://www.tmf-dialogue.net/how-to-avoid-to-get-sick-after-a-stressful-period.html,"an article about this widespread problem. Read it and you will learn more about the “The real reason you get sick after a stressful period has ended”.
You will also find some ideas on how you can avoid the “let-down effect”",-1.0000
karen,http://realafrica.co.uk/safaris/sweetwaters-and-the-masai-mara-61,"is to create a best practise, world class conservancy with long term commitments to the environment, wildlife and local communities. Karen Blixen Tented Camp offers an adjacent cookery school for young Maasai, just one of the projects in this area. Your",-1.0000
basic,https://www.autosportlabs.com/racecapture-firmware-2-11-0-racecapture-app-1-9-0-released/,"a guide on how to get started, we’ve updated our CAN bus integration guide to get you going with the basic concepts.
Just like buying a Miller welder won’t imbue you with the ability to throw down perfect beads, nor does",-1.0000
basic,https://nigelborrington.com/tag/irish-woodlands/,"The National park Killarney , county Kerry, is one of Ireland treasures as far as landscape photography is concerned.
The basic details of the park are as follows :
“Killarney National Park (Irish: Páirc Náisiúnta Chill Airne) is located beside the",-1.0000
tea,http://wcmfa.org/exhibitions/past/,"for my mother, who died of cancer in 2002, as a metaphor for her to travel to somewhere peaceful. The tea leaves, which contain anti-oxidants, were used as symbols of cures-hopes. Viewers can participate by writing their messages to their loved",-1.0000
fire,http://wcmfa.org/exhibitions/past/,"Golden Legacy: Original Art from 65 Years of Golden Books
Nov. 7, 2015 – Jan. 17, 2016
The Great Big Fire Engine Book, Tibor Gergely, 1950
This exhibition presents the most extensive public showing of original illustration art from American publishing’s",-1.0000
mid,https://www.qldcountryhealth.com.au/members/dental/about-queensland-country-dental/,"Health for Townsville Hospital and Health Service for 7 years before making the move to Queensland Country Health Fund in mid 2014 to establish Queensland Country Dental.
Sarah has a particular interest in education, prevention and Minimum Intervention philosophy. Away from",-1.0000
basic,https://www.lexology.com/library/detail.aspx?g=45a64c00-903c-4f2f-825e-6a531998cb70,"usually calculated at twice the rate of normal wages. State law defines what the term ‘wages’ covers; this typically includes basic wages plus normal allowances, but excludes any bonus component.
What exemptions are there from overtime?
There are no exemptions from",-1.0000
sick,https://www.lexology.com/library/detail.aspx?g=45a64c00-903c-4f2f-825e-6a531998cb70,"This varies from state to state, but is generally about 15 days. Most states prescribe up to 10 days of sick leave and some states prescribe another entitlement of up to 10 days of casual leave. In addition, most states prescribe",-1.0000
sick,http://forum.lowcarber.org/showthread.php?s=10535ca8f27c5d1c70ef01f579cc460a&t=441088,"around 2g of carbs in this bun between the flax & baking powder, so it's a good fall-back if you're sick of eating burgers with nothing around them!",-1.0000
basic,http://www.filearchivehaven.com/2012/11/15/backing-up-your-work/,"to expand to 12 spinning disk drives. I also purchased two RAID controllers and everything else I needed for a basic storage backup system.
Drive Y (Share): 1x 2GB was setup for RAID0
Drive X (Backups): 3x 2GB was setup for",-1.0000
basic,http://ameshistory.org/content/ames-drag-strip,"""dragsters"" across the country hold races on strips sanctioned by national organizations which insist upon full compliance with some 30 basic rules of safety. The Ames drag strip is no exception.
As a building is the showplace for the architect, so",-1.0000
basic,http://ameshistory.org/content/ames-drag-strip,"that the course did not teach the boys everything about a car. He stressed that the course teaches only the basic operations of the automobile. From this, there is no limit to what boys can learn from experimentation and books, he",-1.0000
fire,http://ameshistory.org/content/ames-drag-strip,"technical committee before they are allowed to race. The cars are checked on 30 specified points ranging from roadworthiness to fire extinguishers to windshields.
In an actual contest a pair of cars race over a quarter mile divided strip and slow",-1.0000
